OBJECTID,NAME,POP2010,POP10_SQMI,POP2012,POP12_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FIPS_I,FIPSST,FIPSCO,STPO,COUNTYNAME,CNTYDISP,CNTYSHORT,CNTYSORT,CNTYCATEGO,CNTYACTIVE,INDEPCITY,CNTYSTAND,SEATLAT,SEATLONG,NAD83UTM,NAD83STATE,NAD27STATE,STATENAME,CNTYSTARTD,CNTYENDD,LASTCHGD,NOTE,BOTTOM,TOP_,LEFT_,RIGHT_,OBJECTID_1,GlobalID,Shape_Length,Shape_Area,LAT,LONG
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47137,47,137,TN,Pickett,"Pickett County, Tennessee","PICKETT, TN",TN-Pickett,County,Y,N,Y,36.57444,-85.12889,26916,32136,32036,Tennessee,,,2003-02-24, ,36.40561,36.62661,-85.28549,-84.73184,,,1.535782726,0.045514249,36.55851543,-85.07489583
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47139,47,139,TN,Polk,"Polk County, Tennessee","POLK, TN",TN-Polk,County,Y,N,Y,35.17417,-84.65361,26916,32136,32036,Tennessee,,,2003-02-24, ,34.98783,35.28547,-84.77585,-84.29232,,,1.486054895,0.113290117,35.11989976,-84.52332871
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47141,47,141,TN,Putnam,"Putnam County, Tennessee","PUTNAM, TN",TN-Putnam,County,Y,N,Y,36.16278,-85.50167,26916,32136,32036,Tennessee,,,2003-02-24, ,35.97849,36.30516,-85.80935,-85.10021,,,2.50161637,0.104364804,36.14093529,-85.49512349
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47143,47,143,TN,Rhea,"Rhea County, Tennessee","RHEA, TN",TN-Rhea,County,Y,N,Y,35.49389,-85.0125,26916,32136,32036,Tennessee,,,2003-02-24, ,35.40929,35.82515,-85.14637,-84.71147,,,1.765485799,0.086665427,35.60861991,-84.92458382
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47145,47,145,TN,Roane,"Roane County, Tennessee","ROANE, TN",TN-Roane,County,Y,N,Y,35.88083,-84.50861,26916,32136,32036,Tennessee,,,2003-02-24, ,35.64442,36.04932,-84.78937,-84.26338,,,1.8850468,0.102061537,35.8478206,-84.52335287
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47147,47,147,TN,Robertson,"Robertson County, Tennessee","ROBERTSON, TN",TN-Robertson,County,Y,N,Y,36.50917,-86.885,26916,32136,32036,Tennessee,,,2003-02-24, ,36.34945,36.65249,-87.15049,-86.56414,,,1.747445186,0.124221817,36.52543638,-86.87061177
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47149,47,149,TN,Rutherford,"Rutherford County, Tennessee","RUTHERFORD, TN",TN-Rutherford,County,Y,N,Y,35.84556,-86.39028,26916,32136,32036,Tennessee,,,2003-02-24, ,35.61857,36.10056,-86.70015,-86.14177,,,2.510345649,0.161213177,35.84261378,-86.41668707
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47151,47,151,TN,Scott,"Scott County, Tennessee","SCOTT, TN",TN-Scott,County,Y,N,Y,36.40972,-84.49056,26916,32136,32036,Tennessee,,,2003-02-24, ,36.16348,36.60337,-84.78534,-84.24923,,,1.9770916,0.138786829,36.42843657,-84.50343392
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47153,47,153,TN,Sequatchie,"Sequatchie County, Tennessee","SEQUATCHIE, TN",TN-Sequatchie,County,Y,N,Y,35.37139,-85.39056,26916,32136,32036,Tennessee,,,2003-02-24, ,35.14738,35.56741,-85.60733,-85.22588,,,1.472269626,0.068338563,35.37110709,-85.41052094
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47155,47,155,TN,Sevier,"Sevier County, Tennessee","SEVIER, TN",TN-Sevier,County,Y,N,Y,35.86806,-83.56194,26917,32136,32036,Tennessee,,,2003-02-24, ,35.56268,36.0432,-83.79431,-83.25069,,,2.144835154,0.154333184,35.78459716,-83.5241346
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47157,47,157,TN,Shelby,"Shelby County, Tennessee","SHELBY, TN",TN-Shelby,County,Y,N,Y,35.14944,-90.04889,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99399,35.40948,-90.3103,-89.63278,,,2.402189655,0.200850384,35.18363115,-89.89568293
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47159,47,159,TN,Smith,"Smith County, Tennessee","SMITH, TN",TN-Smith,County,Y,N,Y,36.25222,-85.95167,26916,32136,32036,Tennessee,,,2003-02-24, ,36.08202,36.42607,-86.1368,-85.77869,,,1.598546807,0.084492835,36.25047495,-85.95670801
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47161,47,161,TN,Stewart,"Stewart County, Tennessee","STEWART, TN",TN-Stewart,County,Y,N,Y,36.48778,-87.83833,26916,32136,32036,Tennessee,,,2003-02-24, ,36.32872,36.67812,-88.07053,-87.59236,,,1.519632786,0.128488236,36.50113896,-87.83847493
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47163,47,163,TN,Sullivan,"Sullivan County, Tennessee","SULLIVAN, TN",TN-Sullivan,County,Y,N,Y,36.53306,-82.32694,26917,32136,32036,Tennessee,,,2003-02-24, ,36.3921,36.61621,-82.70228,-81.82664,,,2.218274065,0.111959659,36.51304789,-82.30420489
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47165,47,165,TN,Sumner,"Sumner County, Tennessee","SUMNER, TN",TN-Sumner,County,Y,N,Y,36.38833,-86.44667,26916,32136,32036,Tennessee,,,2003-02-24, ,36.24415,36.65245,-86.7548,-86.20486,,,1.962077506,0.141436188,36.46935174,-86.46044985
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47167,47,167,TN,Tipton,"Tipton County, Tennessee","TIPTON, TN",TN-Tipton,County,Y,N,Y,35.56417,-89.64639,26916,32136,32036,Tennessee,,,2003-02-24, ,35.37108,35.65245,-90.17926,-89.46986,,,2.637859559,0.122137121,35.496703,-89.75946288
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47169,47,169,TN,Trousdale,"Trousdale County, Tennessee","TROUSDALE, TN",TN-Trousdale,County,Y,N,Y,36.39083,-86.16722,26916,32136,32036,Tennessee,,,2003-02-24, ,36.29409,36.48916,-86.28537,-85.97106,,,0.997582903,0.030346283,36.39204567,-86.15675947
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47171,47,171,TN,Unicoi,"Unicoi County, Tennessee","UNICOI, TN",TN-Unicoi,County,Y,N,Y,36.145,-82.41694,26917,32136,32036,Tennessee,,,2003-02-24, ,35.9539,36.26061,-82.61506,-82.22185,,,1.243474997,0.048345241,36.11080536,-82.4323941
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47173,47,173,TN,Union,"Union County, Tennessee","UNION, TN",TN-Union,County,Y,N,Y,36.25056,-83.7975,26917,32136,32036,Tennessee,,,2003-02-24, ,36.16088,36.43588,-84.00976,-83.66741,,,1.37807661,0.064209245,36.28783184,-83.8375132
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47175,47,175,TN,Van Buren,"Van Buren County, Tennessee","VAN BUREN, TN",TN-Van Buren,County,Y,N,Y,35.74722,-85.46667,26916,32136,32036,Tennessee,,,2003-02-24, ,35.53298,35.82266,-85.61515,-85.25356,,,1.377642987,0.070820448,35.69596797,-85.45259555
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47177,47,177,TN,Warren,"Warren County, Tennessee","WARREN, TN",TN-Warren,County,Y,N,Y,35.68333,-85.77,26916,32136,32036,Tennessee,,,2003-02-24, ,35.50457,35.85216,-85.99773,-85.55753,,,1.621676124,0.111931136,35.67862425,-85.77848149
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47179,47,179,TN,Washington,"Washington County, Tennessee","WASHINGTON, TN",TN-Washington,County,Y,N,Y,36.29417,-82.47361,26917,32136,32036,Tennessee,,,2003-02-24, ,36.09621,36.44725,-82.70257,-82.29986,,,1.542325155,0.08569489,36.29326164,-82.49745223
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47181,47,181,TN,Wayne,"Wayne County, Tennessee","WAYNE, TN",TN-Wayne,County,Y,N,Y,35.31944,-87.76222,26916,32136,32036,Tennessee,,,2003-02-24, ,35.00346,35.49178,-88.02474,-87.57265,,,2.014513462,0.188665202,35.23976041,-87.7879907
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47183,47,183,TN,Weakley,"Weakley County, Tennessee","WEAKLEY, TN",TN-Weakley,County,Y,N,Y,36.29139,-88.70806,26916,32136,32036,Tennessee,,,2003-02-24, ,36.06187,36.50285,-88.95984,-88.51643,,,1.922471431,0.151186402,36.29818762,-88.71782061
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47185,47,185,TN,White,"White County, Tennessee","WHITE, TN",TN-White,County,Y,N,Y,35.92583,-85.46417,26916,32136,32036,Tennessee,,,2003-02-24, ,35.7668,36.08205,-85.68289,-85.21312,,,1.870126375,0.098162151,35.92641265,-85.45520785
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47187,47,187,TN,Williamson,"Williamson County, Tennessee","WILLIAMSON, TN",TN-Williamson,County,Y,N,Y,35.925,-86.86889,26916,32136,32036,Tennessee,,,2003-02-24, ,35.69645,36.05266,-87.2151,-86.60003,,,2.110163125,0.150891365,35.89376663,-86.89851985
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47189,47,189,TN,Wilson,"Wilson County, Tennessee","WILSON, TN",TN-Wilson,County,Y,N,Y,36.20806,-86.29111,26916,32136,32036,Tennessee,,,2003-02-24, ,35.9544,36.35806,-86.59499,-86.01485,,,2.272046849,0.151275173,36.15481205,-86.29748958
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47001,47,001,TN,Anderson,"Anderson County, Tennessee","ANDERSON, TN",TN-Anderson,County,Y,N,Y,36.10333,-84.13194,26916,32136,32036,Tennessee,,,2003-02-24, ,35.91017,36.30178,-84.44988,-83.94171,,,1.855194218,0.089399881,36.11842333,-84.19851909
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47003,47,003,TN,Bedford,"Bedford County, Tennessee","BEDFORD, TN",TN-Bedford,County,Y,N,Y,35.48333,-86.46028,26916,32136,32036,Tennessee,,,2003-02-24, ,35.31882,35.70283,-86.66555,-86.23453,,,1.850698773,0.122192326,35.51376194,-86.45888042
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47005,47,005,TN,Benton,"Benton County, Tennessee","BENTON, TN",TN-Benton,County,Y,N,Y,36.05889,-88.09778,26916,32136,32036,Tennessee,,,2003-02-24, ,35.81099,36.36078,-88.22505,-87.91565,,,1.95627803,0.11302531,36.06958385,-88.06834038
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47007,47,007,TN,Bledsoe,"Bledsoe County, Tennessee","BLEDSOE, TN",TN-Bledsoe,County,Y,N,Y,35.60556,-85.18889,26916,32136,32036,Tennessee,,,2003-02-24, ,35.35428,35.77159,-85.43604,-84.91635,,,1.745671348,0.104767701,35.59632483,-85.20528956
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47009,47,009,TN,Blount,"Blount County, Tennessee","BLOUNT, TN",TN-Blount,County,Y,N,Y,35.75639,-83.97056,26917,32136,32036,Tennessee,,,2003-02-24, ,35.46063,35.88711,-84.18832,-83.66276,,,2.238337791,0.146129262,35.687204,-83.92551505
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47011,47,011,TN,Bradley,"Bradley County, Tennessee","BRADLEY, TN",TN-Bradley,County,Y,N,Y,35.15944,-84.87667,26916,32136,32036,Tennessee,,,2003-02-24, ,34.98757,35.35787,-85.02674,-84.69703,,,1.386526075,0.084934605,35.15400962,-84.85965816
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47013,47,013,TN,Campbell,"Campbell County, Tennessee","CAMPBELL, TN",TN-Campbell,County,Y,N,Y,36.33,-84.18389,26916,32136,32036,Tennessee,,,2003-02-24, ,36.17758,36.59218,-84.37663,-83.8997,,,2.05288818,0.129646095,36.40348687,-84.14942859
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47015,47,015,TN,Cannon,"Cannon County, Tennessee","CANNON, TN",TN-Cannon,County,Y,N,Y,35.8275,-86.07167,26916,32136,32036,Tennessee,,,2003-02-24, ,35.64296,35.97445,-86.20877,-85.88513,,,1.295593664,0.06862435,35.80861233,-86.06176744
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47017,47,017,TN,Carroll,"Carroll County, Tennessee","CARROLL, TN",TN-Carroll,County,Y,N,Y,36.00056,-88.42806,26916,32136,32036,Tennessee,,,2003-02-24, ,35.78916,36.1506,-88.70681,-88.17786,,,1.812440542,0.155242256,35.97308985,-88.45029485
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47019,47,019,TN,Carter,"Carter County, Tennessee","CARTER, TN",TN-Carter,County,Y,N,Y,36.34861,-82.21083,26917,32136,32036,Tennessee,,,2003-02-24, ,36.10302,36.51061,-82.34245,-81.93299,,,1.668211499,0.090323316,36.29264739,-82.12743836
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47021,47,021,TN,Cheatham,"Cheatham County, Tennessee","CHEATHAM, TN",TN-Cheatham,County,Y,N,Y,36.27417,-87.06417,26916,32136,32036,Tennessee,,,2003-02-24, ,36.04226,36.45571,-87.2865,-86.9063,,,1.739706736,0.079772574,36.26102998,-87.08679617
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47023,47,023,TN,Chester,"Chester County, Tennessee","CHESTER, TN",TN-Chester,County,Y,N,Y,35.43917,-88.64139,26916,32136,32036,Tennessee,,,2003-02-24, ,35.24755,35.59249,-88.84213,-88.35176,,,1.596625805,0.074219034,35.42110464,-88.61295259
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47025,47,025,TN,Claiborne,"Claiborne County, Tennessee","CLAIBORNE, TN",TN-Claiborne,County,Y,N,Y,36.45417,-83.56944,26917,32136,32036,Tennessee,,,2003-02-24, ,36.33198,36.60081,-83.98784,-83.3694,,,1.940136895,0.11500953,36.48590387,-83.66036783
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47027,47,027,TN,Clay,"Clay County, Tennessee","CLAY, TN",TN-Clay,County,Y,N,Y,36.55,-85.50528,26916,32136,32036,Tennessee,,,2003-02-24, ,36.4032,36.62652,-85.81388,-85.26706,,,1.586941487,0.06758353,36.55119904,-85.54382606
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47029,47,029,TN,Cocke,"Cocke County, Tennessee","COCKE, TN",TN-Cocke,County,Y,N,Y,35.96694,-83.18778,26917,32136,32036,Tennessee,,,2003-02-24, ,35.71298,36.1824,-83.31701,-82.8961,,,1.911456803,0.114618199,35.92535167,-83.12115139
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47031,47,031,TN,Coffee,"Coffee County, Tennessee","COFFEE, TN",TN-Coffee,County,Y,N,Y,35.48167,-86.08861,26916,32136,32036,Tennessee,,,2003-02-24, ,35.28885,35.70643,-86.27991,-85.86973,,,2.003892552,0.111771345,35.49054479,-86.07471789
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47033,47,033,TN,Crockett,"Crockett County, Tennessee","CROCKETT, TN",TN-Crockett,County,Y,N,Y,35.78472,-89.11722,26916,32136,32036,Tennessee,,,2003-02-24, ,35.6711,36.00039,-89.36135,-88.89293,,,1.567641031,0.068568714,35.81355382,-89.13943374
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47035,47,035,TN,Cumberland,"Cumberland County, Tennessee","CUMBERLAND, TN",TN-Cumberland,County,Y,N,Y,35.94889,-85.02694,26916,32136,32036,Tennessee,,,2003-02-24, ,35.74629,36.17073,-85.27329,-84.68063,,,2.053012723,0.177213943,35.95036696,-84.9983493
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47037,47,037,TN,Davidson,"Davidson County, Tennessee","DAVIDSON, TN",TN-Davidson,County,Y,N,Y,36.16583,-86.78444,26916,32136,32036,Tennessee,,,2003-02-24, ,35.96776,36.40545,-87.0549,-86.51559,,,2.030744855,0.136491689,36.16932039,-86.7847647
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47039,47,039,TN,Decatur,"Decatur County, Tennessee","DECATUR, TN",TN-Decatur,County,Y,N,Y,35.58417,-88.11944,26916,32136,32036,Tennessee,,,2003-02-24, ,35.37956,35.85033,-88.24799,-87.97074,,,1.669392049,0.08885498,35.60285505,-88.10880873
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47041,47,041,TN,DeKalb,"DeKalb County, Tennessee","DE KALB, TN",TN-DeKalb,County,Y,N,Y,35.96056,-85.81417,26916,32136,32036,Tennessee,,,2003-02-24, ,35.8257,36.13158,-86.06341,-85.63038,,,1.751954892,0.085146826,35.97983286,-85.83268398
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47043,47,043,TN,Dickson,"Dickson County, Tennessee","DICKSON, TN",TN-Dickson,County,Y,N,Y,36.17722,-87.33972,26916,32136,32036,Tennessee,,,2003-02-24, ,35.95919,36.33471,-87.56661,-87.13933,,,1.742614913,0.12742476,36.14900038,-87.35668066
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47045,47,045,TN,Dyer,"Dyer County, Tennessee","DYER, TN",TN-Dyer,County,Y,N,Y,36.03444,-89.38556,26916,32136,32036,Tennessee,,,2003-02-24, ,35.88096,36.21275,-89.73309,-89.15446,,,1.916984854,0.136397616,36.05904361,-89.41382634
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47047,47,047,TN,Fayette,"Fayette County, Tennessee","FAYETTE, TN",TN-Fayette,County,Y,N,Y,35.24361,-89.35,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99375,35.40478,-89.64428,-89.18394,,,1.734797991,0.181039386,35.19699558,-89.4143853
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47049,47,049,TN,Fentress,"Fentress County, Tennessee","FENTRESS, TN",TN-Fentress,County,Y,N,Y,36.4275,-84.93194,26916,32136,32036,Tennessee,,,2003-02-24, ,36.13289,36.58127,-85.12224,-84.65911,,,1.89056302,0.129794885,36.38041426,-84.93253083
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47051,47,051,TN,Franklin,"Franklin County, Tennessee","FRANKLIN, TN",TN-Franklin,County,Y,N,Y,35.18583,-86.11222,26916,32136,32036,Tennessee,,,2003-02-24, ,34.98825,35.36279,-86.33343,-85.86324,,,1.903336948,0.147522337,35.15491697,-86.09217953
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47053,47,053,TN,Gibson,"Gibson County, Tennessee","GIBSON, TN",TN-Gibson,County,Y,N,Y,35.98056,-88.94139,26916,32136,32036,Tennessee,,,2003-02-24, ,35.79108,36.22284,-89.20616,-88.69263,,,1.98536828,0.156253477,35.99650935,-88.93251693
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47055,47,055,TN,Giles,"Giles County, Tennessee","GILES, TN",TN-Giles,County,Y,N,Y,35.19972,-87.03083,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99176,35.4562,-87.23244,-86.8283,,,1.9273072,0.156682251,35.20203336,-87.03472721
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47057,47,057,TN,Grainger,"Grainger County, Tennessee","GRAINGER, TN",TN-Grainger,County,Y,N,Y,36.28083,-83.515,26917,32136,32036,Tennessee,,,2003-02-24, ,36.08059,36.42069,-83.7327,-83.25529,,,2.183690989,0.078569026,36.27626523,-83.50974545
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47059,47,059,TN,Greene,"Greene County, Tennessee","GREENE, TN",TN-Greene,County,Y,N,Y,36.16306,-82.83111,26917,32136,32036,Tennessee,,,2003-02-24, ,35.92184,36.4188,-83.17268,-82.5772,,,2.049408245,0.161928295,36.17529557,-82.84586948
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47061,47,061,TN,Grundy,"Grundy County, Tennessee","GRUNDY, TN",TN-Grundy,County,Y,N,Y,35.42944,-85.72306,26916,32136,32036,Tennessee,,,2003-02-24, ,35.2153,35.53165,-85.91363,-85.48557,,,1.466290025,0.092791149,35.38833986,-85.72264549
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47063,47,063,TN,Hamblen,"Hamblen County, Tennessee","HAMBLEN, TN",TN-Hamblen,County,Y,N,Y,36.21389,-83.295,26917,32136,32036,Tennessee,,,2003-02-24, ,36.0813,36.34529,-83.4687,-83.08173,,,1.495898684,0.045628175,36.21715008,-83.26671631
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47065,47,065,TN,Hamilton,"Hamilton County, Tennessee","HAMILTON, TN",TN-Hamilton,County,Y,N,Y,35.04556,-85.30972,26916,32136,32036,Tennessee,,,2003-02-24, ,34.98292,35.45926,-85.47559,-84.94257,,,1.993344624,0.147556487,35.18073046,-85.16492508
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47067,47,067,TN,Hancock,"Hancock County, Tennessee","HANCOCK, TN",TN-Hancock,County,Y,N,Y,36.52972,-83.2175,26917,32136,32036,Tennessee,,,2003-02-24, ,36.38819,36.59819,-83.47211,-82.83043,,,1.640241544,0.058242679,36.52366765,-83.22190399
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47069,47,069,TN,Hardeman,"Hardeman County, Tennessee","HARDEMAN, TN",TN-Hardeman,County,Y,N,Y,35.25611,-88.98778,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99393,35.43282,-89.19829,-88.78177,,,1.649229895,0.171873224,35.20674585,-88.9930653
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47071,47,071,TN,Hardin,"Hardin County, Tennessee","HARDIN, TN",TN-Hardin,County,Y,N,Y,35.22472,-88.24917,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99544,35.42326,-88.38051,-87.98158,,,1.750002769,0.152866386,35.19857539,-88.18447116
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47073,47,073,TN,Hawkins,"Hawkins County, Tennessee","HAWKINS, TN",TN-Hawkins,County,Y,N,Y,36.40722,-83.00556,26917,32136,32036,Tennessee,,,2003-02-24, ,36.24201,36.5941,-83.2889,-82.59991,,,2.200103965,0.1300649,36.44119187,-82.9448968
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47075,47,075,TN,Haywood,"Haywood County, Tennessee","HAYWOOD, TN",TN-Haywood,County,Y,N,Y,35.59389,-89.26222,26916,32136,32036,Tennessee,,,2003-02-24, ,35.39713,35.82267,-89.50259,-89.06955,,,1.717528426,0.137573447,35.58317086,-89.28381212
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47077,47,077,TN,Henderson,"Henderson County, Tennessee","HENDERSON, TN",TN-Henderson,County,Y,N,Y,35.65083,-88.39333,26916,32136,32036,Tennessee,,,2003-02-24, ,35.41631,35.82484,-88.6136,-88.17918,,,1.651715677,0.135569866,35.65420637,-88.38796234
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47079,47,079,TN,Henry,"Henry County, Tennessee","HENRY, TN",TN-Henry,County,Y,N,Y,36.30194,-88.32667,26916,32136,32036,Tennessee,,,2003-02-24, ,36.12048,36.50151,-88.5304,-87.99034,,,1.976931689,0.154275846,36.33165967,-88.30136195
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47081,47,081,TN,Hickman,"Hickman County, Tennessee","HICKMAN, TN",TN-Hickman,County,Y,N,Y,35.77889,-87.46694,26916,32136,32036,Tennessee,,,2003-02-24, ,35.60894,35.99343,-87.74375,-87.20143,,,1.865785953,0.158232278,35.8032135,-87.47337441
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47083,47,083,TN,Houston,"Houston County, Tennessee","HOUSTON, TN",TN-Houston,County,Y,N,Y,36.31833,-87.69472,26916,32136,32036,Tennessee,,,2003-02-24, ,36.17772,36.36824,-87.98122,-87.51353,,,1.220837326,0.053761051,36.28602303,-87.71706966
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37131,37,131,NC,Northampton,"Northampton County, North Carolina","NORTHAMPTON, NC",NC-Northampton,County,Y,N,Y,36.38944,-77.42167,32119,32119,32019,North Carolina,,,2003-02-24, ,36.16494,36.54732,-77.90004,-77.0661,,{C5A511C5-9727-42BE-9D23-7CECB2257ECE},2.429664207,0.143291583,36.4176678,-77.39659587
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37013,37,013,NC,Beaufort,"Beaufort County, North Carolina","BEAUFORT, NC",NC-Beaufort,County,Y,N,Y,35.54639,-77.0525,32119,32119,32019,North Carolina,,,2003-02-24, ,35.21605,35.73941,-77.19518,-76.47217,,{F6CA42AD-11B9-4819-B1DC-132279E1A133},7.386911918,0.214457696,35.49448356,-76.8630276
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37161,37,161,NC,Rutherford,"Rutherford County, North Carolina","RUTHERFORD, NC",NC-Rutherford,County,Y,N,Y,35.36917,-81.95694,32119,32119,32019,North Carolina,,,2003-02-24, ,35.18049,35.61232,-82.28051,-81.69233,,{F6AED0C3-B309-4692-8F55-EACED0468EE6},1.969197459,0.145414175,35.40221061,-81.92003667
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37187,37,187,NC,Washington,"Washington County, North Carolina","WASHINGTON, NC",NC-Washington,County,Y,N,Y,35.86667,-76.74889,32119,32119,32019,North Carolina,,,2003-02-24, ,35.69747,35.9829,-76.84701,-76.35344,,{96D87F73-1809-4ECF-9593-A9D16A016F93},1.666316189,0.09723023,35.82208203,-76.5767843
